co_municipio,rede,ano,ideb,rend,meta,nm,port,mat,aprov
1300839,Pública,2017,3.1,0.857631,,3.611794,240.88,236.12,85.9
1300839,Pública,2019,3.0,0.905776,3.3,3.327309,231.69,225.66,90.7
1300839,Pública,2021,3.1,0.949382,3.5,3.22212,228.51,221.56,94.9
1300839,Pública,2023,3.0,0.902175,,3.339483,227.39,231.11,90.1
1300839,Pública,2025,3.2,0.924297,,3.504491,235.87,233.82,92.3
1300904,Estadual,2017,3.3,0.885215,,3.777801,245.43,243.09,88.1
1300904,Estadual,2019,3.3,0.86498,3.6,3.86638,249.48,245.08,85.8
1300904,Estadual,2021,3.5,0.936395,3.8,3.779239,246.68,241.86,93.7
1300904,Estadual,2023,3.5,0.914371,,3.833311,244.25,248.3,91.3
1300904,Estadual,2025,3.6,0.891676,,4.04036,250.2,256.7,87.9
1300904,Pública,2017,3.3,0.885215,,3.777801,245.43,243.09,88.1
1300904,Pública,2019,3.3,0.86498,3.6,3.86638,249.48,245.08,85.8
1300904,Pública,2021,3.5,0.936395,3.8,3.779239,246.68,241.86,93.7
1300904,Pública,2023,3.5,0.914371,,3.833311,244.25,248.3,91.3
1300904,Pública,2025,3.6,0.891676,,4.04036,250.2,256.7,87.9
1301001,Estadual,2017,3.4,0.881845,,3.819438,245.65,245.82,87.6
1301001,Estadual,2019,3.2,0.908309,3.6,3.531429,236.75,234.8,90.8
1301001,Estadual,2021,3.5,0.968543,3.8,3.577974,240.91,233.68,96.8
1301001,Estadual,2023,3.2,0.879262,,3.667687,240.57,240.43,87.7
1301001,Estadual,2025,3.8,0.933481,,4.042075,253.42,253.39,92.4
1301001,Pública,2017,3.4,0.881845,,3.819438,245.65,245.82,87.6
1301001,Pública,2019,3.2,0.908309,3.6,3.531429,236.75,234.8,90.8
1301001,Pública,2021,3.5,0.968543,3.8,3.577974,240.91,233.68,96.8
1301001,Pública,2023,3.2,0.879262,,3.667687,240.57,240.43,87.7
1301001,Pública,2025,3.8,0.933481,,4.042075,253.42,253.39,92.4
1301100,Estadual,2017,3.2,0.858967,,3.678515,241.95,239.73,85.5
1301100,Estadual,2019,2.9,0.804262,3.4,3.61037,241.01,235.88,80.2
1301100,Estadual,2021,3.3,0.877963,3.6,3.783657,248.42,240.32,87.9
1301100,Estadual,2023,3.5,0.905917,,3.868021,250.04,244.6,90.3
1301100,Estadual,2025,3.5,0.879543,,4.018441,255.2,249.81,87.7
1301100,Pública,2017,3.2,0.858967,,3.678515,241.95,239.73,85.5
1301100,Pública,2019,2.9,0.804262,3.4,3.61037,241.01,235.88,80.2
1301100,Pública,2021,3.3,0.877963,3.6,3.783657,248.42,240.32,87.9
1301100,Pública,2023,3.5,0.905917,,3.868021,250.04,244.6,90.3
1301100,Pública,2025,3.5,0.879543,,4.018441,255.2,249.81,87.7
1301159,Estadual,2017,3.2,0.875944,,3.616999,237.7,239.88,87.5
1301159,Estadual,2019,3.3,0.868636,3.4,3.750923,245.98,240.59,86.6
1301159,Estadual,2021,3.5,0.938779,3.6,3.705203,244.23,239.2,93.8
1301159,Estadual,2023,3.5,0.917412,,3.768236,243.44,244.53,91.7
1301159,Estadual,2025,3.7,0.915921,,4.002165,252.94,251.06,91.6
1301159,Pública,2017,3.2,0.875944,,3.616999,237.7,239.88,87.5
1301159,Pública,2019,3.3,0.868636,3.4,3.750923,245.98,240.59,86.6
1301159,Pública,2021,3.5,0.938779,3.6,3.705203,244.23,239.2,93.8
1301159,Pública,2023,3.5,0.917412,,3.768236,243.44,244.53,91.7
1301159,Pública,2025,3.7,0.915921,,4.002165,252.94,251.06,91.6
1301209,Estadual,2017,3.0,0.851016,,3.57414,237.98,236.53,84.8
1301209,Estadual,2019,2.9,0.827397,3.3,3.529437,239.0,232.26,82.7
1301209,Estadual,2021,3.3,0.939229,3.5,3.485334,235.81,232.52,93.9
1301209,Estadual,2023,3.1,0.884917,,3.525253,233.87,237.43,88.2
1301209,Estadual,2025,3.2,0.852768,,3.770767,243.14,245.03,84.9
1301209,Federal,2017,4.1,0.856874,,4.727488,280.92,272.88,84.3
1301209,Federal,2019,,0.90057,4.3,,,,89.8
1301209,Federal,2021,,0.80134,4.5,,,,79.4
1301209,Federal,2023,,0.915517,,,,,91.0
1301209,Federal,2025,,0.956991,,,,,95.8
1301209,Pública,2017,3.1,0.851282,,3.632608,240.15,238.38,84.8
1301209,Pública,2019,3.0,0.834805,3.3,3.636042,242.04,236.61,83.5
1301209,Pública,2021,3.3,0.92506,3.5,3.613296,240.53,236.6,92.4
1301209,Pública,2023,3.3,0.888605,,3.673621,240.0,241.46,88.5
1301209,Pública,2025,3.3,0.865952,,3.851066,246.59,247.07,86.2
1301308,Estadual,2017,3.1,0.788129,,3.890504,246.56,249.91,78.6
1301308,Estadual,2019,2.8,0.715698,3.3,3.95701,249.22,251.81,70.9
1301308,Estadual,2021,3.2,0.854133,3.5,3.778838,246.55,241.97,85.2
1301308,Estadual,2023,3.4,0.900576,,3.821639,241.35,250.56,89.4
1301308,Estadual,2025,3.8,0.92532,,4.128466,252.98,260.01,92.4
1301308,Pública,2017,3.1,0.788129,,3.890504,246.56,249.91,78.6
1301308,Pública,2019,2.8,0.715698,3.3,3.95701,249.22,251.81,70.9
1301308,Pública,2021,3.2,0.854133,3.5,3.778838,246.55,241.97,85.2
1301308,Pública,2023,3.4,0.900576,,3.821639,241.35,250.56,89.4
1301308,Pública,2025,3.8,0.92532,,4.128466,252.98,260.01,92.4
1301407,Estadual,2017,3.1,0.855484,,3.643965,239.37,240.02,86.1
1301407,Estadual,2019,,0.785121,3.3,,,,77.9
1301407,Estadual,2021,,0.885922,3.5,,,,88.7
1301407,Estadual,2023,3.0,0.813447,,3.647637,239.24,240.42,81.1
1301407,Estadual,2025,3.2,0.898358,,3.608293,236.64,240.39,89.6
1301407,Federal,2017,4.1,0.850298,,4.798594,272.46,286.96,78.0
1301407,Federal,2019,,0.926759,4.3,,,,92.5
1301407,Federal,2021,4.4,0.88827,4.5,4.971774,292.81,277.6,88.3
1301407,Federal,2023,4.8,0.940782,,5.114155,298.39,281.79,93.9
1301407,Federal,2025,4.6,0.977088,,4.730224,281.6,272.35,97.5
1301407,Pública,2017,3.1,0.846008,,3.6796,240.39,241.47,84.3
1301407,Pública,2019,3.1,0.81478,3.3,3.840276,247.68,245.14,81.1
1301407,Pública,2021,3.4,0.885919,3.5,3.794337,248.73,240.75,88.7
1301407,Pública,2023,3.4,0.838793,,4.006678,253.72,250.55,83.6
1301407,Pública,2025,3.5,0.914126,,3.852893,246.44,247.36,91.2
1301506,Estadual,2017,3.8,0.942809,,3.997883,256.51,246.95,94.4
1301506,Estadual,2019,3.5,0.935956,4.0,3.699214,243.83,239.2,93.5
1301506,Estadual,2021,,0.937906,4.2,,,,93.8
1301506,Estadual,2023,3.2,0.864331,,3.743966,248.48,237.43,86.6
1301506,Estadual,2025,3.4,0.889336,,3.792152,242.42,247.32,89.1
1301506,Pública,2017,3.8,0.942809,,3.997883,256.51,246.95,94.4
1301506,Pública,2019,3.5,0.935956,4.0,3.699214,243.83,239.2,93.5
1301506,Pública,2021,,0.937906,4.2,,,,93.8
1301506,Pública,2023,3.2,0.864331,,3.743966,248.48,237.43,86.6
1301506,Pública,2025,3.4,0.889336,,3.792152,242.42,247.32,89.1
1301605,Estadual,2017,2.5,0.752624,,3.278383,226.93,227.25,76.4
1301605,Estadual,2019,2.9,0.806061,2.7,3.549315,235.74,237.15,79.3
1301605,Estadual,2021,2.5,0.829292,2.9,3.028361,221.44,215.3,83.2
1301605,Estadual,2023,3.3,0.900269,,3.661713,238.97,241.71,89.3
1301605,Estadual,2025,3.6,0.904092,,3.969833,248.81,253.16,89.9
1301605,Pública,2017,2.5,0.752624,,3.278383,226.93,227.25,76.4
1301605,Pública,2019,2.9,0.806061,2.7,3.549315,235.74,237.15,79.3
1301605,Pública,2021,2.5,0.829292,2.9,3.028361,221.44,215.3,83.2
1301605,Pública,2023,3.3,0.900269,,3.661713,238.97,241.71,89.3
1301605,Pública,2025,3.6,0.904092,,3.969833,248.81,253.16,89.9
1301654,Estadual,2017,3.2,0.835839,,3.807545,246.61,243.95,83.5
1301654,Estadual,2019,2.7,0.730423,3.4,3.657308,242.71,237.41,73.7
1301654,Estadual,2021,,0.757514,3.6,,,,75.5
1301654,Estadual,2023,2.8,0.831983,,3.375308,229.83,231.06,83.3
1301654,Estadual,2025,3.5,0.877365,,3.934636,251.3,248.0,87.4
1301654,Pública,2017,3.2,0.835839,,3.807545,246.61,243.95,83.5
1301654,Pública,2019,2.7,0.730423,3.4,3.657308,242.71,237.41,73.7
1301654,Pública,2021,,0.757514,3.6,,,,75.5
1301654,Pública,2023,2.8,0.831983,,3.375308,229.83,231.06,83.3
1301654,Pública,2025,3.5,0.877365,,3.934636,251.3,248.0,87.4
1301704,Estadual,2017,3.3,0.843489,,3.880605,247.55,248.15,84.0
1301704,Estadual,2019,3.0,0.775971,3.5,3.904534,251.25,245.91,77.3
1301704,Estadual,2021,3.3,0.855412,3.7,3.856225,251.56,242.14,85.8
1301704,Estadual,2023,3.5,0.860861,,4.071878,253.45,255.48,85.9
1301704,Estadual,2025,3.7,0.929109,,3.951939,250.57,250.01,92.9
1301704,Federal,2017,3.8,0.852713,,4.408732,264.29,267.91,85.7
1301704,Federal,2019,,0.871158,4.0,,,,87.7
1301704,Federal,2021,,0.833324,4.2,,,,83.5
1301704,Federal,2023,,0.936397,,,,,93.6
1301704,Federal,2025,,0.964915,,,,,96.5
1301704,Pública,2017,3.4,0.845696,,3.961775,250.12,251.19,84.2
1301704,Pública,2019,3.2,0.78693,3.6,4.022773,255.48,249.82,78.4
1301704,Pública,2021,3.4,0.854389,3.8,3.956313,254.54,246.09,85.6
1301704,Pública,2023,3.6,0.870111,,4.144806,256.22,257.72,86.8
1301704,Pública,2025,3.8,0.933955,,4.046166,254.35,252.69,93.4
1301803,Estadual,2017,3.0,0.870588,,3.402376,231.61,231.09,86.9
1301803,Estadual,2019,2.7,0.802449,3.2,3.32395,228.97,228.32,80.0
1301803,Estadual,2021,2.5,0.815448,3.4,3.107199,226.5,215.52,81.6
1301803,Estadual,2023,2.8,0.819463,,3.390449,229.8,232.17,81.7
1301803,Estadual,2025,3.0,0.86091,,3.428555,228.33,236.45,86.4
1301803,Pública,2017,3.0,0.870588,,3.402376,231.61,231.09,86.9
1301803,Pública,2019,2.7,0.802449,3.2,3.32395,228.97,228.32,80.0
1301803,Pública,2021,2.5,0.815448,3.4,3.107199,226.5,215.52,81.6
1301803,Pública,2023,2.8,0.819463,,3.390449,229.8,232.17,81.7
1301803,Pública,2025,3.0,0.86091,,3.428555,228.33,236.45,86.4
1301852,Estadual,2017,3.1,0.861064,,3.644051,243.41,235.72,85.8
1301852,Estadual,2019,2.9,0.799056,3.3,3.621646,242.42,235.18,79.7
1301852,Estadual,2021,3.3,0.912448,3.6,3.615798,243.69,233.41,91.3
1301852,Estadual,2023,3.3,0.860358,,3.813611,247.55,243.38,85.9
1301852,Estadual,2025,3.3,0.881552,,3.750988,243.47,243.27,87.9
1301852,Federal,2025,,0.921655,,,,,91.3
1301852,Pública,2017,3.1,0.861064,,3.644051,243.41,235.72,85.8
1301852,Pública,2019,2.9,0.799056,3.3,3.621646,242.42,235.18,79.7
1301852,Pública,2021,3.3,0.912448,3.6,3.615798,243.69,233.41,91.3
1301852,Pública,2023,3.3,0.862467,,3.813611,247.55,243.38,86.1
1301852,Pública,2025,3.3,0.883962,,3.739563,242.81,243.16,88.1
1301902,Estadual,2017,3.3,0.871002,,3.755575,243.57,243.49,86.9
1301902,Estadual,2019,3.4,0.869649,3.5,3.897315,250.43,246.27,86.8
1301902,Estadual,2021,3.4,0.927999,3.7,3.657071,242.91,237.18,92.8
1301902,Estadual,2023,3.5,0.904046,,3.918496,249.49,248.78,90.3
1301902,Estadual,2025,3.6,0.924341,,3.938182,249.06,250.64,92.4
1301902,Federal,2017,4.4,0.722871,,6.118213,324.79,325.14,75.7
1301902,Federal,2019,,0.970794,4.6,,,,96.3
1301902,Federal,2021,,0.933758,4.9,,,,92.9
1301902,Federal,2023,,0.950518,,,,,94.8
1301902,Federal,2025,,0.967759,,,,,96.6
1301902,Pública,2017,3.3,0.868421,,3.797357,245.01,244.93,86.7
1301902,Pública,2019,3.5,0.873779,3.5,3.970652,252.58,249.2,87.2
1301902,Pública,2021,3.5,0.928113,3.7,3.731208,245.62,239.57,92.8
1301902,Pública,2023,3.6,0.907073,,3.995692,252.32,251.26,90.6
1301902,Pública,2025,3.7,0.927661,,4.002428,252.01,252.07,92.6
1301951,Estadual,2017,3.3,0.892058,,3.65328,238.66,241.44,88.9
1301951,Estadual,2019,2.8,0.885812,3.5,3.16994,227.52,218.9,88.9
1301951,Estadual,2021,2.9,0.90342,3.7,3.224722,226.16,224.25,90.6
1301951,Estadual,2023,4.8,0.855118,,5.665616,287.52,332.64,85.7
1301951,Estadual,2025,4.0,0.910728,,4.353713,259.32,269.29,90.3
1301951,Pública,2017,3.3,0.892058,,3.65328,238.66,241.44,88.9
1301951,Pública,2019,2.8,0.885812,3.5,3.16994,227.52,218.9,88.9
1301951,Pública,2021,2.9,0.90342,3.7,3.224722,226.16,224.25,90.6
1301951,Pública,2023,4.8,0.855118,,5.665616,287.52,332.64,85.7
1301951,Pública,2025,4.0,0.910728,,4.353713,259.32,269.29,90.3
1302009,Estadual,2017,3.2,0.809094,,4.003657,250.15,254.14,81.0
1302009,Estadual,2019,3.4,0.814834,3.5,4.22793,259.84,259.78,81.4
1302009,Estadual,2021,3.9,0.92426,3.7,4.173586,258.94,256.87,92.5
1302009,Estadual,2023,3.9,0.893074,,4.332519,263.13,263.72,89.1
1302009,Estadual,2025,3.6,0.864402,,4.199409,260.74,256.79,86.1
1302009,Pública,2017,3.2,0.809094,,4.003657,250.15,254.14,81.0
1302009,Pública,2019,3.4,0.814834,3.5,4.22793,259.84,259.78,81.4
1302009,Pública,2021,3.9,0.92426,3.7,4.173586,258.94,256.87,92.5
1302009,Pública,2023,3.9,0.893074,,4.332519,263.13,263.72,89.1
1302009,Pública,2025,3.6,0.864402,,4.199409,260.74,256.79,86.1
1302108,Estadual,2017,2.4,0.823169,,2.933997,218.12,212.12,83.0
1302108,Estadual,2019,3.1,0.885113,2.6,3.461739,239.15,227.28,89.1
1302108,Estadual,2021,3.2,0.850121,2.8,3.74201,234.22,252.49,84.8
1302108,Estadual,2023,3.7,0.904326,,4.130209,243.63,270.1,90.5
1302108,Estadual,2025,3.5,0.907134,,3.835736,235.03,258.3,91.1
1302108,Pública,2017,2.4,0.823169,,2.933997,218.12,212.12,83.0
1302108,Pública,2019,3.1,0.885113,2.6,3.461739,239.15,227.28,89.1
1302108,Pública,2021,3.2,0.850121,2.8,3.74201,234.22,252.49,84.8
1302108,Pública,2023,3.7,0.904326,,4.130209,243.63,270.1,90.5
1302108,Pública,2025,3.5,0.907134,,3.835736,235.03,258.3,91.1
1302207,Estadual,2017,2.7,0.766274,,3.497538,233.82,235.51,76.5
1302207,Estadual,2019,2.9,0.726428,2.9,4.002066,250.1,254.08,72.1
1302207,Estadual,2021,3.0,0.840992,3.1,3.538442,238.41,233.53,83.9
1302207,Estadual,2023,3.2,0.874694,,3.619395,241.05,236.48,87.7
1302207,Estadual,2025,3.0,0.836017,,3.613745,236.46,240.97,83.6
1302207,Pública,2017,2.7,0.766274,,3.497538,233.82,235.51,76.5
1302207,Pública,2019,2.9,0.726428,2.9,4.002066,250.1,254.08,72.1
1302207,Pública,2021,3.0,0.840992,3.1,3.538442,238.41,233.53,83.9
1302207,Pública,2023,3.2,0.874694,,3.619395,241.05,236.48,87.7
1302207,Pública,2025,3.0,0.836017,,3.613745,236.46,240.97,83.6
1302306,Estadual,2017,2.8,0.798659,,3.503172,236.57,232.98,79.5
1302306,Estadual,2019,2.9,0.805439,3.0,3.606459,242.4,234.12,79.6
1302306,Estadual,2021,2.5,0.758034,3.2,3.261945,234.97,217.51,75.9
1302306,Estadual,2023,2.6,0.727482,,3.562568,235.34,238.52,72.0
1302306,Estadual,2025,3.1,0.834472,,3.694029,240.35,242.54,82.3
1302306,Pública,2017,2.8,0.798659,,3.503172,236.57,232.98,79.5
1302306,Pública,2019,2.9,0.805439,3.0,3.606459,242.4,234.12,79.6
1302306,Pública,2021,2.5,0.758034,3.2,3.261945,234.97,217.51,75.9
1302306,Pública,2023,2.6,0.727482,,3.562568,235.34,238.52,72.0
1302306,Pública,2025,3.1,0.834472,,3.694029,240.35,242.54,82.3
1302405,Estadual,2017,2.8,0.855134,,3.262247,228.92,223.98,85.1
1302405,Estadual,2019,3.0,0.838379,3.0,3.576054,240.96,233.49,83.7
1302405,Estadual,2021,3.1,0.913815,3.2,3.344147,228.94,229.79,91.2
1302405,Estadual,2023,3.5,0.902801,,3.882473,247.14,248.72,89.5
1302405,Estadual,2025,3.5,0.936641,,3.739178,240.42,245.68,93.5
1302405,Federal,2017,3.6,0.918857,,3.949192,245.02,255.73,91.5
1302405,Federal,2019,,0.87191,3.8,,,,86.7
1302405,Federal,2021,,0.949282,4.1,,,,95.0
1302405,Federal,2023,,0.903995,,,,,90.2
1302405,Federal,2025,4.0,0.959708,,4.125437,261.7,250.5,95.6
1302405,Pública,2017,3.0,0.866974,,3.415137,232.5,231.05,86.4
1302405,Pública,2019,3.2,0.846783,3.2,3.799896,248.21,241.7,84.4
1302405,Pública,2021,3.3,0.921251,3.4,3.585393,238.91,236.34,92.1
1302405,Pública,2023,3.6,0.901767,,4.002642,252.09,252.0,89.6
1302405,Pública,2025,3.6,0.942345,,3.831527,245.51,246.83,94.0
1302504,Estadual,2017,3.2,0.844144,,3.768682,246.2,241.62,84.2
1302504,Estadual,2019,3.3,0.848863,3.4,3.865369,249.45,245.04,84.6
1302504,Estadual,2021,3.7,0.974851,3.6,3.784376,247.83,241.0,97.4
1302504,Estadual,2023,3.4,0.875998,,3.879267,247.47,248.14,87.4
1302504,Estadual,2025,3.3,0.853513,,3.91735,251.44,246.62,85.2
1302504,Federal,2019,5.6,1.0,,5.587875,307.33,305.99,100.0
1302504,Federal,2021,,0.818267,5.8,,,,81.8
1302504,Federal,2023,5.6,0.989611,,5.631691,313.55,302.48,98.8
1302504,Federal,2025,5.7,0.991525,,5.724482,321.85,300.24,99.5
1302504,Pública,2017,3.2,0.84268,,3.768682,246.2,241.62,84.0
1302504,Pública,2019,3.3,0.85289,3.4,3.91929,251.26,246.95,85.1
1302504,Pública,2021,3.7,0.971173,3.6,3.812352,248.77,241.99,97.1
1302504,Pública,2023,3.5,0.879331,,3.943734,249.9,250.14,87.8
1302504,Pública,2025,3.4,0.859063,,3.959897,253.1,247.88,85.7
1302553,Estadual,2017,2.8,0.882215,,3.13941,223.06,221.48,88.2
1302553,Estadual,2019,2.7,0.884583,3.0,3.072165,222.03,217.79,88.5
1302553,Estadual,2021,3.2,0.997329,3.2,3.17893,228.28,218.73,99.7
1302553,Estadual,2023,3.2,0.911807,,3.501383,234.94,234.59,91.1
1302553,Estadual,2025,3.3,0.905441,,3.656378,241.25,238.9,90.7
1302553,Pública,2017,2.8,0.882215,,3.13941,223.06,221.48,88.2
1302553,Pública,2019,2.7,0.884583,3.0,3.072165,222.03,217.79,88.5
1302553,Pública,2021,3.2,0.997329,3.2,3.17893,228.28,218.73,99.7
1302553,Pública,2023,3.2,0.911807,,3.501383,234.94,234.59,91.1
1302553,Pública,2025,3.3,0.905441,,3.656378,241.25,238.9,90.7
1302603,Estadual,2017,3.3,0.825573,,3.995687,254.44,249.0,82.4
1302603,Estadual,2019,3.4,0.827731,3.5,4.078912,259.08,249.98,82.6
1302603,Estadual,2021,3.8,0.931824,3.7,4.041636,259.17,247.23,93.1
1302603,Estadual,2023,3.9,0.911738,,4.31067,266.84,258.21,91.0
1302603,Estadual,2025,3.8,0.897689,,4.267297,265.35,256.71,89.6
1302603,Federal,2017,,0.900507,,,,,89.8
1302603,Federal,2019,,0.912447,,,,,91.3
1302603,Federal,2021,,0.906926,,,,,90.7
1302603,Federal,2023,5.2,0.909384,,5.741216,310.79,313.22,90.9
1302603,Federal,2025,5.1,0.922759,,5.552965,304.36,306.67,92.2
1302603,Pública,2017,3.3,0.827285,,4.042263,255.9,250.76,82.5
1302603,Pública,2019,3.4,0.829755,3.6,4.125704,260.47,251.83,82.7
1302603,Pública,2021,3.8,0.931167,3.8,4.067058,259.93,248.23,93.1
1302603,Pública,2023,4.0,0.911426,,4.351143,268.08,259.77,91.0
1302603,Pública,2025,3.9,0.898756,,4.305299,266.5,258.19,89.7
1302702,Estadual,2017,3.1,0.815378,,3.769466,243.1,244.98,81.3
1302702,Estadual,2019,3.1,0.814201,3.3,3.746577,243.56,242.86,81.3
1302702,Estadual,2021,3.3,0.920825,3.5,3.565983,239.79,234.02,92.1
1302702,Estadual,2023,3.3,0.873829,,3.829594,245.85,246.33,87.1
1302702,Estadual,2025,3.3,0.87846,,3.730012,241.14,244.26,87.6
1302702,Pública,2017,3.1,0.815378,,3.769466,243.1,244.98,81.3
1302702,Pública,2019,3.1,0.814201,3.3,3.746577,243.56,242.86,81.3
1302702,Pública,2021,3.3,0.920825,3.5,3.565983,239.79,234.02,92.1
1302702,Pública,2023,3.3,0.873829,,3.829594,245.85,246.33,87.1
1302702,Pública,2025,3.3,0.87846,,3.730012,241.14,244.26,87.6
1302801,Estadual,2017,2.4,0.745014,,3.248522,227.9,224.09,74.0
1302801,Estadual,2019,2.4,0.67765,2.6,3.491947,236.43,232.33,66.8
1302801,Estadual,2021,2.8,0.92297,2.8,3.026332,221.98,214.58,92.3
1302801,Estadual,2023,2.7,0.782418,,3.483511,234.75,233.52,78.0
1302801,Estadual,2025,2.7,0.828591,,3.215121,221.4,228.64,82.4
1302801,Pública,2017,2.4,0.745014,,3.248522,227.9,224.09,74.0
1302801,Pública,2019,2.4,0.67765,2.6,3.491947,236.43,232.33,66.8
1302801,Pública,2021,2.8,0.92297,2.8,3.026332,221.98,214.58,92.3
1302801,Pública,2023,2.7,0.782418,,3.483511,234.75,233.52,78.0
1302801,Pública,2025,2.7,0.828591,,3.215121,221.4,228.64,82.4
1302900,Estadual,2017,2.5,0.750539,,3.330136,229.28,228.43,74.5
1302900,Estadual,2019,,0.702364,2.7,,,,69.8
1302900,Estadual,2021,2.8,0.798983,2.9,3.459382,236.45,229.99,79.8
1302900,Estadual,2023,3.1,0.8643,,3.582045,237.72,237.37,86.1
1302900,Estadual,2025,3.0,0.834978,,3.536791,232.83,239.36,83.5
1302900,Federal,2017,4.4,0.871057,,5.092861,286.91,292.51,87.1
1302900,Federal,2019,,0.865268,4.7,,,,87.5
1302900,Federal,2021,,0.88086,4.9,,,,88.1
1302900,Federal,2023,4.7,0.958219,,4.91929,290.58,276.24,95.6
1302900,Federal,2025,4.3,0.89617,,4.794401,289.03,269.0,88.5
1302900,Pública,2017,2.7,0.762382,,3.524934,235.65,235.51,75.8
1302900,Pública,2019,2.6,0.719645,2.9,3.592073,240.21,235.43,71.7
1302900,Pública,2021,2.9,0.806937,3.1,3.646706,242.94,236.41,80.6
1302900,Pública,2023,3.4,0.874556,,3.86413,248.87,245.57,87.2
1302900,Pública,2025,3.1,0.841806,,3.654288,238.08,242.13,84.1
1303007,Estadual,2017,3.2,0.936451,,3.374037,230.43,230.33,93.8
1303007,Estadual,2019,3.4,0.919311,3.4,3.702021,243.22,240.05,91.9
1303007,Estadual,2021,3.5,0.930965,3.6,3.755117,245.2,241.72,93.1
1303007,Estadual,2023,3.6,0.925298,,3.940608,248.95,250.93,92.4
1303007,Estadual,2025,3.5,0.907003,,3.83496,243.3,249.43,90.5
1303007,Pública,2017,3.2,0.936451,,3.374037,230.43,230.33,93.8
1303007,Pública,2019,3.4,0.919311,3.4,3.702021,243.22,240.05,91.9
1303007,Pública,2021,3.5,0.930965,3.6,3.755117,245.2,241.72,93.1
1303007,Pública,2023,3.6,0.925298,,3.940608,248.95,250.93,92.4
1303007,Pública,2025,3.5,0.907003,,3.83496,243.3,249.43,90.5
1303106,Estadual,2017,2.5,0.778603,,3.272339,225.71,228.12,77.7
1303106,Estadual,2019,2.7,0.758634,2.7,3.558364,238.69,234.65,75.7
1303106,Estadual,2021,3.0,0.856526,3.0,3.528371,238.91,232.28,85.9
1303106,Estadual,2023,3.1,0.858581,,3.610733,237.0,240.18,85.7
1303106,Estadual,2025,3.4,0.871163,,3.889195,248.03,248.25,86.9
1303106,Pública,2017,2.5,0.778603,,3.272339,225.71,228.12,77.7
1303106,Pública,2019,2.7,0.758634,2.7,3.558364,238.69,234.65,75.7
1303106,Pública,2021,3.0,0.856526,3.0,3.528371,238.91,232.28,85.9
1303106,Pública,2023,3.1,0.858581,,3.610733,237.0,240.18,85.7
1303106,Pública,2025,3.4,0.871163,,3.889195,248.03,248.25,86.9
1303205,Estadual,2017,3.2,0.869719,,3.709491,243.4,240.39,87.6
1303205,Estadual,2019,3.1,0.825541,3.4,3.784774,247.35,241.54,81.6
1303205,Estadual,2021,3.5,0.918878,3.7,3.790398,251.0,238.05,91.6
1303205,Estadual,2023,3.6,0.875876,,4.108392,258.76,252.42,87.0
1303205,Estadual,2025,3.4,0.860859,,4.00097,255.14,248.63,85.9
1303205,Pública,2017,3.2,0.869719,,3.709491,243.4,240.39,87.6
1303205,Pública,2019,3.1,0.825541,3.4,3.784774,247.35,241.54,81.6
1303205,Pública,2021,3.5,0.918878,3.7,3.790398,251.0,238.05,91.6
1303205,Pública,2023,3.6,0.875876,,4.108392,258.76,252.42,87.0
1303205,Pública,2025,3.4,0.860859,,4.00097,255.14,248.63,85.9
1303304,Estadual,2017,3.2,0.867581,,3.696119,240.18,242.87,86.3
1303304,Estadual,2019,3.2,0.885773,3.4,3.566774,243.53,230.09,88.3
1303304,Estadual,2021,3.5,0.994636,3.6,3.568779,241.75,232.13,99.4
1303304,Estadual,2023,3.3,0.920195,,3.540308,233.14,239.28,91.9
1303304,Estadual,2025,3.3,0.945645,,3.53088,234.79,236.85,94.7
1303304,Pública,2017,3.2,0.867581,,3.696119,240.18,242.87,86.3
1303304,Pública,2019,3.2,0.885773,3.4,3.566774,243.53,230.09,88.3
1303304,Pública,2021,3.5,0.994636,3.6,3.568779,241.75,232.13,99.4
1303304,Pública,2023,3.3,0.920195,,3.540308,233.14,239.28,91.9
1303304,Pública,2025,3.3,0.945645,,3.53088,234.79,236.85,94.7
1303403,Estadual,2017,3.5,0.912048,,3.878788,248.47,247.04,91.2
1303403,Estadual,2019,3.6,0.897317,3.8,4.058498,256.75,251.01,89.7
1303403,Estadual,2021,3.8,0.97265,4.0,3.952359,253.15,247.29,97.3
1303403,Estadual,2023,3.8,0.948917,,4.046641,254.56,252.5,94.8
1303403,Estadual,2025,4.0,0.972264,,4.098959,256.61,254.04,97.2
1303403,Federal,2017,4.1,0.866689,,4.786283,273.12,285.38,86.3
1303403,Federal,2019,,0.864801,4.4,,,,86.9
1303403,Federal,2021,,0.831741,4.6,,,,83.1
1303403,Federal,2023,,0.915527,,,,,91.4
1303403,Federal,2025,4.5,0.934113,,4.773283,285.94,270.79,93.2
1303403,Pública,2017,3.6,0.909736,,3.913796,249.42,248.52,91.0
1303403,Pública,2019,3.7,0.895659,3.8,4.130869,259.07,253.69,89.6
1303403,Pública,2021,3.9,0.966646,4.0,3.992304,254.73,248.45,96.7
1303403,Pública,2023,3.9,0.947589,,4.103501,256.51,254.47,94.6
1303403,Pública,2025,4.0,0.970272,,4.131153,258.01,254.84,97.0
1303502,Estadual,2017,2.6,0.79054,,3.312849,226.99,229.64,78.4
1303502,Estadual,2019,,0.792005,2.8,,,,79.3
1303502,Estadual,2021,2.9,0.844424,3.0,3.428369,234.05,230.34,84.6
